10	37.950304	21.141686	-1699.61609	391005.0428	2338188.63
10	37.948889	21.1431	-1654.48242	390859.222	2338346.138
10	37.947475	21.144514	-1656.11865	390713.4039	2338503.648
10	37.946061	21.145928	-1583.64929	390567.5887	2338661.159
10	37.944647	21.147342	-1549.64941	390421.7762	2338818.671
10	37.943233	21.148757	-1558.52271	390275.9666	2338976.185
10	37.942043	21.150347	-1532.33948	390153.6698	2339153.004
10	37.941014	21.152062	-1532.33948	390048.0879	2339343.546
10	37.939986	21.153777	-1503.75415	389942.5086	2339534.089
10	37.938957	21.155492	-1488.8551	389836.9319	2339724.633
10	37.937928	21.157207	-1460.99219	389731.3576	2339915.177
10	37.936899	21.158922	-1481.80103	389625.7859	2340105.723
10	37.935853	21.160626	-1452.07495	389518.4985	2340295.126
10	37.934744	21.16229	-1482.19739	389404.5453	2340480.097
10	37.933634	21.163954	-1480.65906	389290.5947	2340665.068
10	37.932525	21.165618	-1503.07043	389176.6467	2340850.041
10	37.931309	21.167188	-1474.00818	389051.5847	2341024.653
10	37.929791	21.16849	-1492.99536	388894.8953	2341169.787
10	37.928272	21.169791	-1468.5813	388738.2086	2341314.923
10	37.926754	21.171093	-1464.55774	388581.5246	2341460.06
10	37.925235	21.172395	-1450.07251	388424.8435	2341605.199
20	37.902056	21.0771	-1391.96692	385945.4579	2331073.619
20	37.90295	21.075312	-1389.00574	386037.016	2330874.972
20	37.903845	21.073523	-1426.42151	386128.5765	2330676.327
20	37.904614	21.071697	-1442.85315	386207.1311	2330473.638
20	37.904848	21.06971	-1457.00049	386229.8981	2330253.61
20	37.905082	21.067724	-1464.95044	386252.6659	2330033.582
20	37.905315	21.065738	-1457.70984	386275.4344	2329813.554
20	37.905549	21.063751	-1440.56567	386298.2038	2329593.527
20	37.905783	21.061765	-1448.47595	386320.9739	2329373.499
20	37.906685	21.060014	-1448.47595	386413.4348	2329179.011
20	37.907745	21.058318	-1429.90674	386522.2839	2328990.529
20	37.908805	21.056622	-1433.20728	386631.1355	2328802.047
20	37.9101	21.055103	-1414.57214	386764.5204	2328632.982
20	37.911438	21.053616	-1414.57214	386902.4143	2328467.484
20	37.912776	21.052129	-1382.76697	387040.3109	2328301.988
20	37.914114	21.050643	-1364.3374	387178.2103	2328136.493
20	37.914709	21.048842	-1365.18176	387238.6615	2327936.778
20	37.914842	21.046847	-1365.18176	387250.9826	2327715.798
20	37.914975	21.044851	-1376.41931	387263.3043	2327494.818
20	37.915108	21.042856	-1394.32715	387275.6265	2327273.838
20	37.915241	21.04086	-1403.68591	387287.9491	2327052.858
20	37.916101	21.039074	-1398.14111	387376.0077	2326854.536
20	37.917049	21.037313	-1411.69604	387473.2177	2326658.952
20	37.917998	21.035552	-1358.70435	387570.4302	2326463.369
20	37.918946	21.033791	-1434.8551	387667.645	2326267.786
20	37.919864	21.032015	-1418.94092	387761.692	2326070.557
20	37.920691	21.030194	-1400.89294	387846.3346	2325868.442
20	37.921519	21.028374	-1425.72058	387930.9793	2325666.328
20	37.922346	21.026553	-1394.31567	388015.6263	2325464.215
20	37.923623	21.025179	-1423.50024	388147.3138	2325311.244
20	37.925439	21.024341	-1407.94995	388335.409	2325217.204
20	37.927255	21.023503	-1407.94995	388523.5062	2325123.166
20	37.929071	21.022665	-1429.96118	388711.6055	2325029.13
20	37.930887	21.021826	-1413.56494	388899.7068	2324935.097
20	37.932419	21.020546	-1432.75464	389057.9632	2324792.269
20	37.933938	21.019244	-1387.66089	389214.8177	2324647.146
20	37.935424	21.017916	-1366.29309	389368.2971	2324499.15
20	37.936381	21.016161	-1396.09106	389466.537	2324304.143
20	37.937339	21.014405	-1359.70264	389564.7794	2324109.137
20	37.938297	21.012649	-1308.06909	389663.0242	2323914.132
21	37.975595	20.994133	-1432.9469	393526.4131	2321839.361
21	37.97632	20.992269	-1442.05981	393600.4415	2321632.559
21	37.977045	20.990405	-1436.64075	393674.4719	2321425.758
21	37.97777	20.988541	-1433.44592	393748.5043	2321218.956
21	37.978495	20.986677	-1473.80542	393822.5386	2321012.156
21	37.97922	20.984813	-1471.922	393896.5749	2320805.355
21	37.979944	20.982949	-1471.922	393970.6132	2320598.556
21	37.980542	20.981041	-1478.86316	394031.3983	2320386.944
21	37.98113	20.979129	-1478.82373	394091.1939	2320174.972
21	37.981719	20.977218	-1472.66785	394150.9913	2319963.001
21	37.982307	20.975306	-1436.57837	394210.7903	2319751.031
21	37.982509	20.973336	-1410.10901	394230.4451	2319532.895
21	37.982509	20.971336	-1386.47559	394229.0379	2319311.524
21	37.982509	20.969336	-1376.43018	394227.6309	2319090.153
21	37.982509	20.967336	-1371.34009	394226.2239	2318868.782
21	37.982509	20.965336	-1371.34009	394224.8171	2318647.411
21	37.982509	20.963336	-1351.45874	394223.4104	2318426.041
21	37.982509	20.961336	-1321.72229	394222.0038	2318204.67
21	37.982509	20.959336	-1299.67273	394220.5974	2317983.299
21	37.98284	20.957395	-1333.63086	394253.6872	2317768.172
21	37.983524	20.955515	-1333.24011	394323.4294	2317559.678
21	37.984207	20.953636	-1340.48181	394393.1735	2317351.185
21	37.984891	20.951756	-1401.34509	394462.9195	2317142.692
22	37.996966	20.932536	-1222.17554	395705.0534	2315007.415
22	37.997451	20.930596	-1264.75293	395754.152	2314792.34
22	37.997936	20.928655	-1295.14294	395803.2521	2314577.266
