0	39.05151904	19.5024125	-1740.995239	505405.8931	2156420.617
0	39.05361904	19.4997125	-1841.4104	505626.3395	2156121.919
0	39.05571904	19.4970125	-1815.96814	505846.7932	2155823.224
0	39.05781904	19.4943125	-1805.204224	506067.2542	2155524.531
0	39.05991904	19.4916125	-1808.019165	506287.7224	2155225.841
0	39.06156909	19.48949102	-1808.019165	506460.9573	2154991.152
0	39.06388337	19.48679102	-1814.463013	506703.9257	2154692.476
0	39.06619766	19.48409102	-1815.294067	506946.9023	2154393.803
0	39.06851195	19.48139102	-1802.101318	507189.8868	2154095.133
0	39.07018341	19.47944097	-1803.36023	507365.3846	2153879.424
0	39.07288341	19.47674097	-1798.328125	507648.8625	2153580.778
0	39.07558341	19.47404097	-1799.331787	507932.3497	2153282.135
0	39.07828341	19.47134097	-1766.754028	508215.8463	2152983.497
0	39.08098341	19.46864097	-1767.843262	508499.3522	2152684.864
0	39.08166918	19.46795521	-1767.843262	508571.3605	2152609.016
0	39.08436918	19.46555521	-1770.506836	508854.862	2152343.584
0	39.08706918	19.46315521	-1789.784668	509138.3718	2152078.157
0	39.08976918	19.46075521	-1785.982178	509421.8899	2151812.735
0	39.09246918	19.45835521	-1749.549316	509705.4163	2151547.316
1	39.04840373	19.42737903	-1872.66919	505081.34	2148117.81
1	39.05110373	19.42467903	-1887.160523	505364.87	2147819.129
1	39.05380373	19.42197903	-1882.960327	505648.4094	2147520.452
1	39.05650373	19.41927903	-1860.878906	505931.9582	2147221.78
1	39.05920373	19.41657903	-1859.366821	506215.5163	2146923.113
1	39.06190373	19.41387903	-1888.710693	506499.0838	2146624.449
1	39.06250684	19.41327592	-1896.396362	506562.4272	2146557.736
1	39.06520684	19.41102592	-1887.727661	506845.9873	2146308.872
1	39.06790684	19.40877592	-1845.982544	507129.5552	2146060.013
1	39.07060684	19.40652592	-1836.192627	507413.1309	2145811.158
1	39.07246198	19.40497997	-1872.031738	507607.9771	2145640.175
1	39.07516198	19.40317997	-1864.936401	507891.5442	2145441.122
1	39.07786198	19.40137997	-1880.061157	508175.1176	2145242.072
1	39.08056198	19.39957997	-1873.444336	508458.6973	2145043.028
1	39.08241712	19.39834321	-1854.857788	508653.5452	2144906.269
