34.08334222	27.58846975	-973
34.08777863	27.58649027	-933
34.09221504	27.58451079	-959
34.09665144	27.58253131	-1048
34.10108785	27.58055184	-1071
34.10552425	27.57857236	-1156
34.10996066	27.57659288	-1079
34.11439707	27.5746134	-1082
34.11883347	27.57263392	-1082
34.12326988	27.57065444	-1076
34.12756406	27.56885504	-1059
34.13185825	27.56705564	-1030
34.13615243	27.56525625	-1001
34.14044661	27.56345685	-1017
34.1447408	27.56165745	-1296
34.14903498	27.55985805	-1013
34.15332916	27.55805865	-1109
34.15818393	27.55533546	-1091
34.16303869	27.55261228	-1045
34.16789345	27.54988909	-1164
34.17274821	27.54716591	-1279
34.17760298	27.54444272	-1280
34.18215907	27.54209771	-1280
34.18671517	27.53975269	-1229
34.19127126	27.53740767	-1209
34.19582736	27.53506265	-1209
34.20038345	27.53271764	-1291
34.20493955	27.53037262	-1256
34.20939161	27.52767785	-1317
34.21384367	27.52498308	-1325
34.21829573	27.52228831	-1328
34.22274779	27.51959354	-1321
34.22730389	27.51724852	-1320
34.23185998	27.5149035	-1307
34.23641608	27.51255849	-1302
34.24097217	27.51021347	-1284
34.24552827	27.50786845	-1238
34.25008436	27.50552343	-1209
34.24787172	27.50115638	-1217
34.24565907	27.49678933	-1205
34.24344642	27.49242228	-1205
34.24123378	27.48805523	-1204
34.23902113	27.48368818	-1214
34.23680848	27.47932113	-1245
34.24106199	27.47634279	-1259
34.24531549	27.47336446	-1190
34.249569	27.47038612	-1190
34.25382251	27.46740778	-1254
34.25822721	27.46404185	-1194
34.26263191	27.46067591	-1183
34.26703661	27.45730997	-1103
34.27144132	27.45394403	-1118
34.27584602	27.4505781	-1090
34.28025072	27.44721216	-1069
34.28456094	27.44419411	-1098
34.28887116	27.44117606	-1092
34.29318138	27.43815801	-1071
34.2974916	27.43513997	-1069
34.30180182	27.43212192	-1080
34.29935933	27.42787132	-1064
34.29691683	27.42362073	-1074
34.29447434	27.41937013	-1077
34.29203185	27.41511954	-1052
34.28958936	27.41086894	-1049
34.28714687	27.40661835	-1056
34.28470437	27.40236775	-1062
34.28226188	27.39811716	-1072
34.27981939	27.39386656	-1142
34.2773769	27.38961597	-1260
34.27493441	27.38536537	-1092
34.27249192	27.38111477	-1126
34.27004942	27.37686418	-1209
